application_id,user_id,offer_month,offer_number,current_lender,current_balance,current_monthly_payment,current_remaining_term_months,current_total_left_to_pay,offer_apr,offer_term_months,offer_monthly_payment,offer_total_payable,monthly_saving,total_cost_saving
A041843,U117965,2026-05,1,,18457.97,1685.12,13,21906.5,22.4,19,1162.85,22094.23,522.26,-187.73
A041844,U111074,2026-05,3,Lender E,10044.15,614.76,20,12295.23,19.5,12,928.03,11136.4,-313.27,1158.83
A041845,U115207,2026-05,2,,4753.23,361.5,16,5784.0,27.2,28,231.14,6472.0,130.36,-687.99
A041846,U113426,2026-05,2,,4000.72,403.38,11,4437.17,16.6,36,141.84,5106.29,261.54,-669.13
A041847,U119627,2026-05,1,,15197.81,616.72,35,21585.2,15.6,32,583.58,18674.67,33.14,2910.53
A041848,U111654,2026-05,3,,7971.13,282.48,41,11581.55,19.7,58,214.14,12419.95,68.34,-838.41
A041849,U116225,2026-05,2,,10401.78,858.7,14,12021.85,21.5,43,348.99,15006.59,509.71,-2984.74
A041850,U118325,2026-05,1,,10501.77,374.41,43,16099.6,22.1,69,270.08,18635.42,104.33,-2535.82
A041851,U118773,2026-05,1,,2822.82,310.02,10,3100.23,16.3,25,133.93,3348.14,176.1,-247.91
A041852,U108686,2026-05,4,,8581.05,750.76,13,9759.87,12.7,12,765.23,9182.74,-14.47,577.12
A041853,U110011,2026-05,3,,9026.26,855.7,12,10268.46,14.7,12,813.42,9761.01,42.29,507.45
A041854,U117883,2026-05,1,,10279.17,418.38,37,15480.06,20.1,24,523.67,12568.06,-105.29,2912.01
A041855,U116126,2026-05,2,,8121.95,329.78,39,12861.3,28.9,69,242.56,16736.53,87.22,-3875.23
A041856,U118536,2026-05,1,,5500.2,277.52,28,7770.58,23.4,22,309.85,6816.74,-32.33,953.83
A041857,U114088,2026-05,2,,4992.11,183.14,37,6776.08,18.8,54,137.68,7434.8,45.46,-658.72
A041858,U116692,2026-05,1,,11385.47,526.0,30,15780.04,23.4,52,350.36,18218.85,175.64,-2438.81
A041859,U113900,2026-05,2,,10797.47,310.3,55,17066.46,11.9,45,298.62,13437.83,11.68,3628.63
A041860,U118848,2026-05,1,,8811.43,318.87,35,11160.39,13.2,48,237.26,11388.68,81.6,-228.3
A041861,U119053,2026-05,1,,10597.25,449.04,31,13920.12,18.9,57,283.06,16134.36,165.98,-2214.24
A041862,U119079,2026-05,1,,15448.83,607.73,36,21878.1,13.1,30,606.66,18199.84,1.06,3678.27
A041863,U115953,2026-05,2,,3879.1,363.81,12,4365.71,16.3,12,352.51,4230.06,11.3,135.65
A041864,U113802,2026-05,2,,1984.81,119.51,19,2270.68,15.5,47,56.6,2660.28,62.91,-389.6
A041865,U117036,2026-05,1,,2471.67,276.24,10,2762.44,23.8,36,96.71,3481.61,179.53,-719.17
A041866,U109830,2026-05,4,,5339.37,146.14,59,8622.3,16.6,78,112.33,8761.7,33.81,-139.4
A041867,U118451,2026-05,1,,4099.98,386.11,12,4633.28,15.9,13,345.4,4490.26,40.7,143.02
A041868,U108413,2026-05,4,,17940.66,1373.35,16,21973.52,19.3,17,1214.58,20647.92,158.76,1325.6
A041869,U110644,2026-05,3,,10085.46,338.7,45,15241.47,18.6,61,256.82,15666.18,81.88,-424.71
A041870,U116629,2026-05,1,,4727.36,345.46,17,5872.88,27.0,31,213.45,6617.06,132.01,-744.18
A041871,U115503,2026-05,2,,4713.84,538.37,10,5383.66,24.9,26,236.41,6146.77,301.95,-763.11
A041872,U114067,2026-05,2,,4808.52,307.96,18,5543.26,15.5,48,135.05,6482.24,172.91,-938.98
A041873,U113795,2026-05,2,,11861.28,710.8,21,14926.77,22.4,47,381.26,17919.27,329.54,-2992.49
A041874,U118425,2026-05,1,,8258.81,739.39,13,9612.13,18.5,12,759.13,9109.61,-19.74,502.52
A041875,U109513,2026-05,4,,18017.08,893.02,27,24111.57,17.2,12,1644.95,19739.45,-751.93,4372.12
A041876,U116926,2026-05,1,,2863.19,246.65,13,3206.49,8.9,16,190.44,3047.03,56.21,159.46
A041877,U113860,2026-05,2,,6594.82,722.07,10,7220.67,17.9,33,254.51,8398.69,467.56,-1178.02
A041878,U106888,2026-05,4,,13120.94,640.77,28,17941.55,20.2,20,778.12,15562.44,-137.35,2379.11
A041879,U117566,2026-05,1,,15673.26,465.12,57,26511.85,18.8,44,495.66,21808.85,-30.54,4703.01
A041880,U108098,2026-05,4,,2720.34,213.83,15,3207.44,17.2,18,172.54,3105.68,41.29,101.76
A041881,U117358,2026-05,1,,11057.25,1225.07,10,12250.69,15.7,12,1001.66,12019.98,223.4,230.71
A041882,U119280,2026-05,1,,4423.55,528.25,9,4754.24,15.8,31,174.72,5416.23,353.53,-661.99
A041883,U113103,2026-05,2,,2079.04,317.75,7,2224.23,16.0,25,98.34,2458.47,219.41,-234.24
A041884,U114444,2026-05,2,,7939.67,271.02,53,14364.32,26.7,73,220.99,16132.11,50.04,-1767.8
A041885,U117552,2026-05,1,,6943.51,717.91,11,7896.99,23.8,25,354.95,8873.86,362.95,-976.87
A041886,U117536,2026-05,1,,7223.07,222.45,68,15126.28,27.2,84,193.11,16221.13,29.34,-1094.85
A041887,U118002,2026-05,1,,7602.26,447.91,20,8958.17,17.3,42,242.57,10187.75,205.34,-1229.58
A041888,U106620,2026-05,4,,9715.65,564.44,21,11853.27,18.7,34,370.28,12589.49,194.16,-736.22
A041889,U113415,2026-05,2,,3732.5,334.16,13,4344.13,18.1,12,342.37,4108.48,-8.21,235.65
A041890,U115971,2026-05,2,,17361.43,489.64,58,28399.26,11.5,55,407.6,22418.16,82.04,5981.1
A041891,U109770,2026-05,4,,13375.66,536.13,31,16620.05,13.7,44,388.41,17089.91,147.72,-469.86
A041892,U119086,2026-05,1,,8800.04,436.75,25,10918.87,16.5,50,244.54,12227.03,192.21,-1308.16
A041893,U118746,2026-05,1,,5844.15,251.79,31,7805.5,19.1,52,166.08,8636.37,85.71,-830.86
A041894,U117138,2026-05,1,,5275.12,328.61,20,6572.14,19.6,19,325.19,6178.54,3.42,393.6
A041895,U112218,2026-05,3,,8410.97,678.17,14,9494.34,8.9,12,735.16,8821.95,-57.0,672.39
A041896,U117413,2026-05,1,,2525.5,279.81,10,2798.09,14.7,12,227.59,2731.08,52.22,67.0
A041897,U116202,2026-05,2,,2086.06,319.54,7,2236.77,12.9,12,186.22,2234.68,133.32,2.1
A041898,U107461,2026-05,4,,9156.18,404.62,30,12138.57,18.7,12,842.49,10109.91,-437.87,2028.66
A041899,U118918,2026-05,1,,16239.33,687.55,35,24064.16,15.9,40,525.65,21026.01,161.9,3038.15
A041900,U117856,2026-05,1,,2616.89,129.71,27,3502.08,17.2,22,139.53,3069.69,-9.82,432.39
A041901,U114599,2026-05,2,,6858.76,420.5,19,7989.59,16.2,36,241.81,8705.22,178.69,-715.63
A041902,U113104,2026-05,2,,4594.36,276.47,21,5805.84,16.8,12,418.59,5023.09,-142.12,782.74
A041903,U112239,2026-05,3,,12272.79,603.69,25,15092.17,10.1,12,1079.54,12954.52,-475.86,2137.65
A041904,U119090,2026-05,1,,3085.75,417.91,8,3343.31,15.0,12,278.51,3342.18,139.4,1.13
A041905,U117500,2026-05,1,,3654.77,446.16,9,4015.48,18.5,12,335.94,4031.27,110.22,-15.79
A041906,U119254,2026-05,1,,10423.78,379.5,47,17836.27,28.2,72,301.6,21714.89,77.9,-3878.62
A041907,U107939,2026-05,4,,1564.53,335.47,5,1677.35,16.0,12,141.95,1703.42,193.52,-26.07
A041908,U114653,2026-05,2,,5820.88,222.79,43,9579.81,28.0,60,181.24,10874.27,41.55,-1294.46
A041909,U118897,2026-05,1,,3851.84,133.15,45,5991.76,15.3,38,128.53,4884.03,4.62,1107.73
A041910,U115151,2026-05,2,,5212.04,346.64,18,6239.45,15.7,16,363.16,5810.49,-16.52,428.96
A041911,U113720,2026-05,2,,13303.78,733.06,21,15394.16,12.3,42,391.41,16439.29,341.64,-1045.13
A041912,U109860,2026-05,4,,10006.12,559.0,21,11738.94,10.5,12,882.03,10584.31,-323.03,1154.63
A041913,U117497,2026-05,1,,9801.3,857.99,13,11153.9,21.3,33,394.99,13034.82,463.0,-1880.92
A041914,U117967,2026-05,1,,15962.06,629.56,33,20775.34,15.2,52,420.95,21889.18,208.61,-1113.84
A041915,U112361,2026-05,3,,4677.67,262.13,22,5766.88,13.5,14,362.99,5081.91,-100.86,684.97
A041916,U110274,2026-05,3,,5700.81,436.78,15,6551.74,19.0,38,200.8,7630.44,235.98,-1078.7
A041917,U114780,2026-05,2,,3866.9,378.12,12,4537.39,21.2,12,360.43,4325.2,17.68,212.19
A041918,U116153,2026-05,2,,5806.35,558.64,12,6703.73,13.1,13,481.51,6259.68,77.13,444.05
A041919,U113157,2026-05,2,,5880.65,551.53,12,6618.34,10.5,12,518.37,6220.45,33.16,397.89
A041920,U114504,2026-05,2,,6423.97,310.4,28,8691.18,20.4,32,261.94,8382.08,48.46,309.11
A041921,U115323,2026-05,2,,6522.18,477.19,16,7635.11,21.3,44,214.82,9452.19,262.37,-1817.08
A041922,U114008,2026-05,2,,5171.06,166.7,58,9668.32,18.1,60,131.59,7895.55,35.1,1772.77
A041923,U118420,2026-05,1,,7712.36,213.61,58,12389.26,19.2,71,182.54,12960.44,31.07,-571.18
A041924,U110276,2026-05,3,,14066.29,518.64,47,24376.13,24.4,38,534.98,20329.23,-16.34,4046.91
A041925,U116851,2026-05,1,,10844.78,666.44,20,13328.71,16.6,12,987.04,11844.45,-320.6,1484.26
A041926,U117920,2026-05,1,,15792.27,530.27,44,23331.87,15.2,43,478.58,20578.92,51.69,2752.95
A041927,U113260,2026-05,2,,2158.43,301.89,8,2415.09,20.8,13,186.87,2429.31,115.02,-14.22
A041928,U114699,2026-05,2,,8134.87,260.62,49,12770.49,19.8,67,201.55,13504.08,59.07,-733.59
A041929,U111439,2026-05,3,,17773.75,723.65,39,28222.51,24.3,39,663.51,25876.91,60.14,2345.61
A041930,U107686,2026-05,4,,5820.89,301.12,24,7226.77,20.1,54,164.64,8890.39,136.48,-1663.62
A041931,U117931,2026-05,1,,12934.36,616.83,27,16654.32,16.0,22,682.25,15009.44,-65.42,1644.87
A041932,U111767,2026-05,3,,9956.06,418.41,34,14225.87,21.8,28,456.79,12790.22,-38.39,1435.64
A041933,U114393,2026-05,2,,14052.29,462.74,49,22674.28,17.2,46,419.29,19287.21,43.45,3387.07
A041934,U114909,2026-05,2,,2027.23,275.35,8,2202.77,13.3,12,181.35,2176.22,93.99,26.55
A041935,U117260,2026-05,1,,7877.32,282.55,37,10454.41,14.8,62,182.51,11315.42,100.04,-861.01
A041936,U114464,2026-05,2,,14690.81,758.51,24,18204.23,8.9,19,831.82,15804.52,-73.31,2399.71
A041937,U112737,2026-05,3,,7811.18,485.04,20,9700.73,13.3,15,568.11,8521.58,-83.07,1179.15
A041938,U109298,2026-05,4,,18533.54,938.69,27,25344.53,19.1,12,1708.87,20506.47,-770.19,4838.06
A041939,U119528,2026-05,1,,6272.87,337.34,23,7758.77,20.1,35,238.32,8341.17,99.02,-582.4
A041940,U118531,2026-05,1,,8464.9,334.21,38,12699.93,23.6,56,250.72,14040.18,83.49,-1340.25
A041941,U115049,2026-05,2,,9848.37,531.73,22,11698.17,9.6,24,452.64,10863.27,79.1,834.9
A041942,U119185,2026-05,1,,19859.81,952.08,27,25706.24,19.7,45,627.69,28246.07,324.39,-2539.83
A041943,U118869,2026-05,1,,9114.45,655.0,16,10479.92,10.3,12,802.58,9630.92,-147.58,849.0
A041944,U115510,2026-05,2,,6179.46,639.21,11,7031.34,16.9,17,411.29,6991.89,227.92,39.44
A041945,U116338,2026-05,1,,11486.31,821.15,17,13959.59,15.3,12,1038.36,12460.34,-217.21,1499.26
A041946,U112758,2026-05,3,,3097.39,212.09,18,3817.65,26.2,30,141.81,4254.26,70.28,-436.61
A041947,U117158,2026-05,1,,8507.52,334.82,37,12388.28,23.5,51,265.26,13528.19,69.56,-1139.92
A041948,U119241,2026-05,1,,8681.9,565.19,18,10173.49,8.9,19,491.58,9340.08,73.61,833.4
A041949,U114740,2026-05,2,,4350.45,386.31,13,5022.01,18.2,19,265.26,5040.02,121.04,-18.01
A041950,U114239,2026-05,2,,5573.69,550.25,11,6052.72,14.4,39,179.8,7012.07,370.45,-959.35
A041951,U107537,2026-05,4,,4777.17,348.6,16,5577.54,17.0,12,435.7,5228.41,-87.1,349.13
A041952,U118502,2026-05,1,,6222.76,773.03,9,6957.31,26.2,32,272.27,8712.7,500.76,-1755.39
A041953,U119546,2026-05,1,,5481.68,291.6,25,7290.01,13.0,24,260.61,6254.62,30.99,1035.39
A041954,U107615,2026-05,4,,14386.77,547.68,40,21907.08,25.5,59,430.11,25376.44,117.57,-3469.36
A041955,U110468,2026-05,3,,7162.79,525.45,16,8407.25,19.1,44,227.64,10015.96,297.82,-1608.71
A041956,U111739,2026-05,3,,3036.39,230.17,15,3452.48,8.9,12,265.4,3184.75,-35.23,267.73
A041957,U116216,2026-05,2,,9787.78,845.93,14,11843.09,23.3,12,922.22,11066.59,-76.28,776.5
A041958,U115631,2026-05,2,,6646.24,353.74,22,7782.25,14.0,45,190.68,8580.66,163.06,-798.41
A041959,U117741,2026-05,1,,4154.23,131.44,55,7229.47,12.4,56,98.08,5492.31,33.37,1737.16
A041960,U117167,2026-05,1,,18502.83,1372.54,17,23333.19,27.9,12,1784.73,21416.75,-412.19,1916.44
A041961,U110803,2026-05,3,,3122.57,99.61,57,5677.79,17.4,63,75.94,4784.08,23.67,893.71
A041962,U111315,2026-05,3,,6768.23,413.26,20,8265.14,22.2,38,249.57,9483.66,163.69,-1218.52
A041963,U107436,2026-05,4,,2458.64,233.92,12,2807.02,20.5,12,228.34,2740.12,5.57,66.89
A041964,U111065,2026-05,3,,3965.18,440.47,10,4404.68,13.8,13,330.13,4291.67,110.34,113.01
A041965,U117987,2026-05,1,,5986.83,515.17,13,6697.2,8.9,18,356.53,6417.48,158.64,279.72
A041966,U107464,2026-05,4,,6011.44,156.54,63,9862.28,13.7,54,149.76,8086.86,6.79,1775.42
A041967,U112902,2026-05,3,,11757.55,416.56,47,19578.44,22.6,36,452.68,16296.63,-36.12,3281.82
A041968,U118316,2026-05,1,,9601.78,536.86,24,12884.7,20.6,17,656.03,11152.5,-119.17,1732.21
A041969,U115521,2026-05,2,,5059.69,177.21,48,8506.11,24.0,65,139.78,9085.71,37.43,-579.6
A041970,U113645,2026-05,2,,1959.0,185.34,12,2224.04,15.6,17,129.18,2196.09,56.16,27.95
A041971,U110459,2026-05,3,,3639.07,403.71,10,4037.13,21.0,39,129.53,5051.63,274.18,-1014.5
A041972,U115665,2026-05,2,,12131.83,943.58,15,14153.65,22.0,40,430.63,17225.12,512.95,-3071.47
A041973,U108066,2026-05,4,,3916.84,192.54,29,5583.52,28.9,45,143.51,6458.03,49.02,-874.51
A041974,U118390,2026-05,1,,11760.4,1110.35,12,13324.23,19.0,12,1083.8,13005.58,26.55,318.65
A041975,U116409,2026-05,1,,8600.63,652.36,15,9785.39,17.5,28,376.34,10537.47,276.02,-752.08
A041976,U108894,2026-05,4,,4957.83,406.65,14,5693.1,20.4,44,160.94,7081.23,245.71,-1388.13
A041977,U115567,2026-05,2,,6578.75,254.7,34,8659.78,12.9,34,232.03,7889.01,22.67,770.77
A041978,U112749,2026-05,3,,3686.53,239.46,18,4310.29,13.0,12,329.27,3951.24,-89.81,359.05
A041979,U112339,2026-05,3,,9080.87,475.14,24,11403.46,21.7,46,292.45,13452.77,182.69,-2049.31
A041980,U108889,2026-05,4,,5307.41,320.42,20,6408.45,15.4,24,258.35,6200.36,62.07,208.09
A041981,U119612,2026-05,1,,3830.69,178.5,29,5176.52,22.7,44,129.04,5677.66,49.46,-501.14
A041982,U106619,2026-05,4,,7145.11,315.58,36,11360.87,24.6,21,422.14,8864.99,-106.56,2495.88
A041983,U119343,2026-05,1,,3522.35,480.49,8,3843.92,12.6,12,313.95,3767.36,166.54,76.57
A041984,U106759,2026-05,4,,3109.29,144.55,26,3758.28,14.5,51,82.03,4183.3,62.52,-425.02
A041985,U117154,2026-05,1,,5418.42,409.95,15,6149.28,12.3,12,482.18,5786.17,-72.23,363.11
A041986,U114954,2026-05,2,,15547.56,835.84,25,20895.89,22.4,12,1458.16,17497.91,-622.32,3397.98
A041987,U118235,2026-05,1,,9788.91,582.71,21,12236.92,15.4,17,644.58,10957.94,-61.87,1278.98
A041988,U110403,2026-05,3,,3712.62,227.62,19,4324.73,10.1,18,223.14,4016.52,4.48,308.21
A041989,U117775,2026-05,1,,13594.42,818.08,20,16361.56,18.7,40,459.28,18371.01,358.8,-2009.45
A041990,U109267,2026-05,4,,10654.59,709.64,18,12773.57,22.1,32,443.62,14195.8,266.02,-1422.24
A041991,U113035,2026-05,3,,2685.2,367.87,8,2942.99,21.6,35,104.07,3642.58,263.8,-699.6
A041992,U107125,2026-05,4,,6760.61,247.72,39,9660.98,21.5,68,172.78,11748.72,74.94,-2087.74
A041993,U119250,2026-05,1,,21352.11,999.14,32,31972.53,22.4,15,1645.21,24678.12,-646.07,7294.42
A041994,U115889,2026-05,2,,21973.91,738.41,43,31751.73,18.2,56,585.13,32767.47,153.28,-1015.75
A041995,U110218,2026-05,3,,11436.2,916.88,15,13753.21,26.2,44,407.07,17911.02,509.81,-4157.82
A041996,U117599,2026-05,1,,3094.25,125.33,33,4135.87,19.0,50,90.04,4502.2,35.29,-366.34
A041997,U109789,2026-05,4,,2862.03,299.83,11,3298.15,26.9,41,107.46,4405.76,192.37,-1107.61
A041998,U114085,2026-05,2,,27314.21,947.56,47,44535.27,15.3,44,814.95,35857.78,132.61,8677.5
A041999,U119532,2026-05,1,,12752.35,713.64,21,14986.44,10.0,12,1121.13,13453.61,-407.49,1532.83
A042000,U107381,2026-05,4,,11036.98,574.76,25,14369.12,22.0,44,367.64,16176.28,207.12,-1807.17
A042001,U116339,2026-05,1,,5629.73,343.01,21,7203.2,17.8,23,290.69,6685.83,52.32,517.38
A042002,U115993,2026-05,2,,13571.52,437.81,53,23203.8,23.0,76,340.58,25884.22,97.23,-2680.42
A042003,U109297,2026-05,4,,3553.59,283.5,15,4252.56,23.9,41,127.64,5233.19,155.87,-980.63
A042004,U119069,2026-05,1,,7954.79,253.63,46,11666.95,14.8,46,227.63,10471.2,25.99,1195.75
A042005,U116694,2026-05,1,,7888.3,477.39,20,9547.88,20.5,33,314.7,10385.09,162.69,-837.21
A042006,U118395,2026-05,1,,2296.0,174.15,15,2612.28,12.1,12,204.1,2449.25,-29.95,163.03
A042007,U108827,2026-05,4,,6941.51,592.73,14,8298.15,21.3,12,647.35,7768.2,-54.63,529.95
A042008,U119156,2026-05,1,,15704.46,1038.33,18,18689.99,19.7,37,569.69,21078.65,468.64,-2388.66
A042009,U107806,2026-05,4,,5365.6,556.86,11,6125.43,23.4,40,194.43,7777.1,362.43,-1651.67
A042010,U110160,2026-05,3,,4485.02,615.77,8,4926.18,21.9,21,259.03,5439.54,356.75,-513.36
A042011,U113003,2026-05,3,,10094.37,467.7,28,13095.6,20.1,52,292.31,15199.93,175.39,-2104.32
A042012,U109991,2026-05,3,,10352.12,641.79,20,12835.8,16.1,20,593.6,11871.95,48.19,963.85
A042013,U112391,2026-05,3,,5959.83,662.62,10,6626.2,20.4,40,206.57,8262.7,456.05,-1636.51
A042014,U106715,2026-05,4,,4875.46,248.26,25,6206.5,11.1,23,236.3,5434.9,11.96,771.6
A042015,U108791,2026-05,4,,14621.63,678.56,30,20356.87,23.4,22,823.7,18121.49,-145.14,2235.38
A042016,U116105,2026-05,2,,2208.8,240.14,10,2401.45,8.9,12,193.06,2316.73,47.08,84.72
A042017,U118123,2026-05,1,,9197.12,691.31,16,11060.94,22.6,12,863.46,10361.48,-172.15,699.46
A042018,U116522,2026-05,1,Lender B,8445.18,328.01,39,12792.38,19.3,37,304.64,11271.52,23.37,1520.86
A042019,U111590,2026-05,3,,11188.96,523.43,26,13609.07,9.8,25,496.62,12415.47,26.81,1193.6
A042020,U118862,2026-05,1,,8927.34,319.54,35,11184.06,8.9,35,290.54,10168.99,29.0,1015.07
A042021,U118469,2026-05,1,,12694.74,1255.12,12,15061.49,26.1,14,1061.57,14861.97,193.55,199.52
A042022,U109702,2026-05,4,,12436.25,721.89,21,15159.65,16.6,12,1131.89,13582.63,-410.0,1577.02
A042023,U115630,2026-05,2,,3765.93,244.09,19,4637.74,16.9,12,343.29,4119.5,-99.2,518.24
A042024,U117657,2026-05,1,,5461.52,186.81,51,9527.18,19.2,57,146.77,8366.08,40.03,1161.1
A042025,U114459,2026-05,2,,4223.72,315.61,16,5049.81,23.9,35,168.74,5905.81,146.88,-856.0
A042026,U106788,2026-05,4,,11180.82,547.83,26,14243.68,16.4,13,944.57,12279.47,-396.74,1964.2
A042027,U115936,2026-05,2,,7189.9,1107.72,7,7754.07,16.1,12,652.69,7832.23,455.04,-78.16
A042028,U112562,2026-05,3,,22234.65,947.76,33,31275.92,21.2,25,1107.91,27697.78,-160.16,3578.13
A042029,U119083,2026-05,1,,11456.17,1170.57,11,12876.24,9.2,12,1002.92,12035.06,167.65,841.18
A042030,U113083,2026-05,2,,16332.74,556.68,42,23380.71,11.9,25,740.85,18521.32,-184.17,4859.38
A042031,U112858,2026-05,3,,2120.96,326.14,7,2282.99,16.1,12,192.54,2310.45,133.6,-27.46
A042032,U115132,2026-05,2,,20845.12,714.22,38,27140.44,12.7,25,953.35,23833.69,-239.13,3306.75
A042033,U110329,2026-05,3,,3246.29,390.32,9,3512.9,17.7,29,138.4,4013.47,251.93,-500.57
A042034,U110409,2026-05,3,,1321.6,137.03,11,1507.33,22.9,32,55.57,1778.13,81.46,-270.8
A042035,U109536,2026-05,4,,4751.6,332.47,17,5651.96,9.4,12,416.42,4996.99,-83.95,654.97
A042036,U112540,2026-05,3,,5714.33,297.0,25,7425.08,11.6,21,301.97,6341.42,-4.97,1083.65
A042037,U117516,2026-05,1,,11024.82,348.95,49,17098.56,18.0,41,361.96,14840.22,-13.01,2258.34
A042038,U110992,2026-05,3,,13469.98,344.99,60,20699.21,8.9,62,271.81,16852.5,73.17,3846.71
A042039,U106835,2026-05,4,,25050.37,837.6,48,40204.78,22.5,62,686.78,42580.1,150.82,-2375.32
A042040,U114626,2026-05,2,,6689.81,321.48,26,8358.36,16.2,12,607.61,7291.27,-286.13,1067.09
A042041,U115319,2026-05,2,,5599.78,235.47,33,7770.57,21.7,52,167.04,8686.22,68.43,-915.66
A042042,U109679,2026-05,4,,13927.52,472.46,43,20315.96,14.1,38,456.52,17347.79,15.94,2968.17
A042043,U111300,2026-05,3,,11660.96,376.48,55,20706.62,14.5,53,299.22,15858.71,77.26,4847.91
A042044,U119265,2026-05,1,,21162.46,781.78,46,35962.09,16.9,41,682.97,28001.61,98.82,7960.48
A042045,U109928,2026-05,3,,11230.25,819.56,17,13932.47,20.0,15,852.35,12785.3,-32.8,1147.16
A042046,U117344,2026-05,1,,2924.45,364.44,9,3280.0,25.8,30,133.29,3998.55,231.16,-718.55
A042047,U115500,2026-05,2,,9533.92,476.23,26,12381.98,11.7,29,379.01,10991.3,97.22,1390.68
A042048,U111084,2026-05,3,,4435.5,240.5,23,5531.51,14.9,12,400.13,4801.58,-159.63,729.93
A042049,U118815,2026-05,1,,17517.13,773.21,30,23196.15,21.7,46,564.14,25950.61,209.06,-2754.45
A042050,U115718,2026-05,2,,6223.73,187.25,55,10298.77,19.3,73,145.49,10620.95,41.76,-322.18
A042051,U115365,2026-05,2,,4543.03,250.98,24,6023.6,21.6,18,297.73,5359.08,-46.74,664.51
A042052,U115144,2026-05,2,,10110.37,400.17,34,13605.73,12.5,34,354.65,12058.24,45.51,1547.49
A042053,U117092,2026-05,1,,7562.52,196.59,62,12188.65,8.9,61,154.58,9429.31,42.01,2759.33
A042054,U116635,2026-05,1,,5240.56,473.54,13,6155.98,20.3,12,486.21,5834.51,-12.67,321.47
A042055,U110805,2026-05,3,,2367.29,264.46,10,2644.63,15.0,12,213.67,2564.01,50.79,80.61
A042056,U115992,2026-05,2,,3423.32,375.15,10,3751.49,12.4,12,304.8,3657.58,70.35,93.9
A042057,U117812,2026-05,1,,5121.52,418.35,14,5856.87,13.7,20,287.88,5757.51,130.47,99.36
A042058,U111621,2026-05,3,,2410.8,269.32,10,2693.23,21.0,27,112.8,3045.69,156.52,-352.46
A042059,U119587,2026-05,1,,5344.19,267.32,24,6415.69,11.0,19,307.76,5847.48,-40.44,568.22
A042060,U109261,2026-05,4,,27706.05,1050.92,41,43087.92,20.4,29,1218.09,35324.67,-167.17,7763.26
A042061,U118523,2026-05,1,,10141.89,322.06,58,18679.22,19.4,55,279.76,15386.97,42.29,3292.25
A042062,U116939,2026-05,1,,2671.46,277.77,11,3055.52,18.3,14,213.36,2987.02,64.42,68.49
A042063,U116471,2026-05,1,,5359.18,338.12,20,6762.37,18.7,12,493.12,5917.4,-155.0,844.98
A042064,U116738,2026-05,1,,6918.8,613.36,13,7973.72,16.6,12,629.71,7556.58,-16.35,417.14
A042065,U117095,2026-05,1,,1748.28,158.79,12,1905.46,8.9,12,152.81,1833.7,5.98,71.76
A042066,U114243,2026-05,2,,7854.49,286.18,35,10016.41,8.9,20,424.02,8480.47,-137.84,1535.94
A042067,U112905,2026-05,3,,2857.46,433.91,7,3037.35,15.0,24,138.55,3325.17,295.36,-287.82
A042068,U110514,2026-05,3,,15662.71,724.21,29,21002.22,12.8,30,612.83,18384.86,111.39,2617.37
A042069,U110089,2026-05,3,,3737.26,415.87,10,4158.74,8.9,13,302.63,3934.15,113.25,224.59
A042070,U110617,2026-05,3,,14718.4,539.35,43,23192.06,14.9,39,478.41,18658.03,60.94,4534.03
A042071,U107463,2026-05,4,,24050.4,1156.75,30,34702.37,17.3,33,921.0,30393.07,235.74,4309.31
A042072,U113197,2026-05,2,,6639.91,464.59,17,7898.09,16.5,12,604.02,7248.21,-139.42,649.89
A042073,U107033,2026-05,4,,13198.77,1076.5,15,16147.52,30.6,27,682.26,18420.95,394.24,-2273.43
A042074,U117661,2026-05,1,,2700.56,189.35,17,3219.0,17.0,18,171.03,3078.48,18.33,140.52
A042075,U113375,2026-05,2,,22300.41,1160.19,25,29004.85,14.8,26,1007.8,26202.75,152.4,2802.1
A042076,U112272,2026-05,3,,7226.84,326.01,30,9780.44,20.9,44,236.5,10405.97,89.52,-625.53
A042077,U118896,2026-05,1,,13361.16,907.75,17,15431.77,16.0,39,441.58,17221.71,466.17,-1789.93
A042078,U111645,2026-05,3,,25043.2,817.55,52,42512.84,17.2,51,695.55,35473.2,122.0,7039.64
A042079,U114908,2026-05,2,,11745.29,450.42,35,15764.54,16.9,56,304.6,17057.82,145.81,-1293.28
A042080,U112521,2026-05,3,,2203.01,395.51,6,2373.05,14.9,12,198.74,2384.83,196.77,-11.78
A042081,U117527,2026-05,1,,5423.28,473.18,13,6151.31,19.4,25,265.44,6635.99,207.74,-484.68
A042082,U109959,2026-05,3,,6139.98,275.63,31,8544.59,25.1,46,209.12,9619.68,66.51,-1075.09
A042083,U119203,2026-05,1,,5049.33,473.32,12,5679.82,20.0,41,170.97,7009.87,302.35,-1330.05
A042084,U117299,2026-05,1,,11389.32,523.25,31,16220.77,18.5,24,571.36,13712.57,-48.11,2508.2
A042085,U117366,2026-05,1,,1102.83,131.86,9,1186.71,10.2,12,97.06,1164.71,34.8,22.0
A042086,U119495,2026-05,1,,15389.09,848.96,23,19526.14,20.3,39,542.18,21144.99,306.78,-1618.85
A042087,U118118,2026-05,1,,10107.16,256.07,59,15108.37,8.9,63,201.4,12688.43,54.67,2419.95
A042088,U117782,2026-05,1,,7878.44,748.42,12,8981.01,18.0,12,722.3,8667.54,26.12,313.47
